tags,location,isReservationRequired,arePetsPermitted,activities,amenities,doFeesApply,season,duration
"['hiking', 'trail', 'Grand Teton', 'Grand Teton National Park', 'Taggart Lake', 'lake', 'mountains', 'fall', 'Easy hike']",Taggart Lake Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",2-3 Hours
"['hiking', 'Grand Teton', 'Grand Teton National Park', 'Taggart Lake', 'trail', 'moderate hike', 'day hike', 'lake', 'mountains', 'fall']",Taggart Lake Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",2-3 Hours
"['hiking', 'day hike', 'Grand Teton', 'Grand Teton National Park', 'Taggart Lake', 'Easy hike', 'trail', 'mountains', 'lake', 'fall']",Taggart Lake Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-2 Hours
"['hike', 'hiking', 'trails', 'exercise', 'walk', 'trek', 'trail', 'path', 'Outdoor activities', 'Trail map']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],true,[],
"['birds', 'birding', 'Bird Watching', 'birdwatching', 'Photography', 'waterfowl', 'migrant birds', 'marsh', 'great marsh', 'Great Marsh Trail']",Great Marsh,false,true,"[{'id': '5A2C91D1-50EC-4B24-8BED-A2E11A1892DF', 'name': 'Birdwatching'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",
"['hiking', 'Grand Teton', 'Grand Teton National Park', 'moose', 'trail', 'Easy hike', 'Mountain', 'day hike']",Moose,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",30-60 Minutes
"['Ohio', 'Midwest', 'things to do', 'Junior Ranger', 'historic preservation', 'historic buildings', 'architecture', 'National Register of Historic Places', 'nr', 'Historic District', 'National Historic Landmark', 'National Heritage Areas Program', 'Heritage Areas', 'ohio and erie canalway', 'cultural landscape', 'transportation', 'transportation history', 'Canal', 'lock', 'mule', 'train', 'railroad', 'station', 'scenic byway', 'americas byway', 'engineering', 'tavern', 'Ohio and Erie Canal', 'Towpath Trail', 'Ohio to Erie Trail', 'Industrial Heartland Trail Network', 'shopping']",,false,true,"[{'id': '42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A', 'name': 'Hands-On'}]",[],false,"['Summer', 'Fall']",30-120 Minutes
"['Los Alamos', 'Santa Fe', 'Explore Local Museums', 'Have Family Fun']",Poeh Cultural Center,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",1-4 Hours
"['hiking', 'hiking trails', 'Wrangell-St. Elias National Park and Preserve', 'front country trails', 'things to do']",Front country hiking trails,false,true,"[{'id': '45261C0A-00D8-4C27-A1F8-029F933A0D34', 'name': 'Front-Country Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",2-4 Hours
"['things to do', 'wrangell st elias national park and preserve', 'backpacking', 'hiking']",,false,true,"[{'id': '7C37B79B-D02D-49EB-9020-3DB8299B748A', 'name': 'Backcountry Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Civil War', 'Driving tour', 'Self-guided Tour', 'Petersburg Campaign', 'Petersburg National Battlefield']",Eastern Front,false,true,"[{'id': 'C7D5A145-F8EB-4C37-9E92-2F6C6206B196', 'name': 'Self-Guided Tours - Auto'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30 Minutes
"['Civil War', 'walking tour', 'Self-guided', 'Petersburg Campaign', 'Petersburg National Battlefield']",City Point,false,true,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30 Minutes
[],Recommended Day Trip: Savage River to Sanctuary River and Back,false,true,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-12 Hours
"['Junior Ranger', 'senior ranger', 'Online Junior Ranger', 'kids and youth', 'children activities', 'art', 'writing', 'stories', 'storytelling', 'learning', 'Education', 'homeschooling', 'wildland fire', 'Leave No Trace', 'astronomy', 'dark sky', 'solar system', 'volcano', 'geology', 'Water Safety', 'PFD', 'kayaking', 'boating', 'swimming', 'Canoeing', 'Paddling', 'history', 'oral history', 'geography', 'historian', 'wildlife', 'soundscape', 'Soundscape Junior Ranger']",,false,true,"[{'id': 'DF4A35E0-7983-4A3E-BC47-F37B872B0F25', 'name': 'Junior Ranger Program'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['garden', 'historic gardens', 'historic species', 'foodways', 'fort']",,false,false,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Spring', 'Summer', 'Fall']",10-15 Minutes
"['Erie Canalway National Heritage Corridor', 'Erie Canal', 'kayaking', 'boating', 'water trails', 'Recreation and Tourism']",,false,true,"[{'id': '4D224BCA-C127-408B-AC75-A51563C42411', 'name': 'Paddling'}]",[],false,"['Spring', 'Summer', 'Fall']",
"['Sitka National Historical Park', 'alaska', 'Alaska Nature and Science', 'biodiversity', 'Fish', 'Coasts', 'watching wildlife', 'current conditions']",Sitka National Historical Park tidal flats,false,true,"[{'id': '0B685688-3405-4E2A-ABBA-E3069492EC50', 'name': 'Wildlife Watching'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",15 Minutes
"['Sitka National Historical Park', 'alaska', 'Alaska Nature and Science', 'bears', 'birds', 'Fish', 'natural phenomena', 'rivers', 'watching wildlife', 'current conditions']",Bridge over Indian River,false,true,"[{'id': '0B685688-3405-4E2A-ABBA-E3069492EC50', 'name': 'Wildlife Watching'}]",[],false,"['Summer', 'Fall']",15 Minutes
"['Sitka National Historical Park', 'alaska', 'biodiversity', 'birds', 'forests', 'insects', 'natural phenomena', 'Pollinator', 'trails', 'watching wildlife', 'wetlands', 'wildflowers', 'current conditions']",Sitka National Historical Park Totem Trail,false,true,"[{'id': '0B685688-3405-4E2A-ABBA-E3069492EC50', 'name': 'Wildlife Watching'}]",[],false,"['Spring', 'Summer', 'Fall']",15 Minutes
"['Sitka National Historical Park', 'alaska', 'Alaska Nature and Science', 'insects', 'mushrooms', 'wildflowers', 'current conditions']",Sitka National Historical Park trails,false,true,"[{'id': '42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A', 'name': 'Hands-On'}]",[],false,"['Spring', 'Summer', 'Fall']",15 Minutes
"['Sitka National Historical Park', 'alaska', 'Alaska Nature and Science', 'erosion', 'geology', 'rocks']",Shoreline near Sitka National Historical Park,false,true,"[{'id': '42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A', 'name': 'Hands-On'}]",[],false,[],10 Minutes
"['Sitka National Historical Park', 'alaska', 'Alaska Nature and Science', 'current conditions']",Trails in Sitka National Historical Park,false,true,"[{'id': '42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A', 'name': 'Hands-On'}]",[],false,['Summer'],15 Minutes
"['fort', 'Living History', 'Hands On History', 'Hands on Activities', 'Family Friendly', 'family activities']",,false,true,"[{'id': 'B204DE60-5A24-43DD-8902-C81625A09A74', 'name': 'Living History'}]",[],false,['Summer'],10-60 Minutes
"['Erie Canalway National Heritage Corridor', 'Erie Canalway Trail', 'Cycling', 'park trails', 'trails', 'Urban America']",Bellamy Harbor Park,false,true,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Mohawk Valley', 'rivers', 'Erie Canal', 'Erie Canalway National Heritage Corridor', 'urban wildlife', 'urban agenda', 'Urban America', 'American Revolution War', 'trade and commerce', 'trails', 'hiking', 'Cycling', 'bicycle trail']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-180 Minutes
"['picnic', 'picnic area', 'play', 'Leave No Trace', 'trails']",,false,true,"[{'id': 'C6D3230A-2CEA-4AFE-BFF3-DC1E2C2C4BB4', 'name': 'Picnicking'}]",[],false,"['Spring', 'Summer', 'Fall']",
"['Boston National Historical Park', 'Old North Church', 'north end', 'Boston', 'Revolutionary War', 'American Revolution', 'Printing Office', 'printing']",Old North Church and Historic Site,false,false,"[{'id': 'C59E231D-55FC-4B37-BC5B-FF76383951B5', 'name': 'Craft Demonstrations'}]",[],false,[],
"[""Women's History"", 'Center', 'interactive exhibit', 'military history', 'inclusion', 'LGBT History']",,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Spring', 'Summer', 'Fall']",5-20 Minutes
"['Hagerman Fossil Beds', 'fossil', 'fossil beds', 'Junior Ranger', 'paleontology']",Thousand Springs Visitor Center,false,false,"[{'id': 'DF4A35E0-7983-4A3E-BC47-F37B872B0F25', 'name': 'Junior Ranger Program'}]",[],false,[],
"['Independence National Historical Park', 'things to do', 'Abraham Lincoln', 'Independence Hall', 'Presidents', 'plaques', 'Independence Square']",Independence Square,false,false,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",15-20 Minutes
"['Junior Ranger', 'Junior Ranger Activity Booklet', 'family fun', 'family activities', 'American Revolutionary War', 'fort', 'Center']",,false,true,"[{'id': 'DF4A35E0-7983-4A3E-BC47-F37B872B0F25', 'name': 'Junior Ranger Program'}]",[],false,"['Spring', 'Summer', 'Fall']",30-180 Minutes
"['Hagerman Fossil Beds', 'fossils', 'fossil beds', 'paleontology']",Thousand Springs Visitor Center,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,[],
"['paleontology', 'fossils', 'Oregon Trail History', 'fossil beds', 'scenic area']",,false,true,"[{'id': '0B4A5320-216D-451A-9990-626E1D5ACE28', 'name': 'Scenic Driving'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Sitka National Historical Park', 'alaska', 'American Indians', 'art', 'Alaska Native Arts']",Sitka National Historical Park Visitor Center,false,false,"[{'id': 'C59E231D-55FC-4B37-BC5B-FF76383951B5', 'name': 'Craft Demonstrations'}]",[],false,['Summer'],15-60 Minutes
[],Wright Brothers National Memorial Visitor Center,false,true,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",0-1 Hours
"['Painted Hills Unit', 'hiking', 'geology', 'paleontology']",Painted Hills Unit,false,true,"[{'id': '45261C0A-00D8-4C27-A1F8-029F933A0D34', 'name': 'Front-Country Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-60 Minutes
"['Katmai National Park and Preserve', 'Junior Ranger', 'Not-So-Junior Ranger']",,false,false,"[{'id': 'DF4A35E0-7983-4A3E-BC47-F37B872B0F25', 'name': 'Junior Ranger Program'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Waco Mammoth National Monument', 'trail', 'hiking', 'walking', 'nature', 'Outdoor activities']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Waco Mammoth National Monument', 'hiking', 'nature', 'walking', 'Outdoor activities', 'trail']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Waco Mammoth National Monument', 'hiking', 'walking', 'trails', 'nature']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Waco Mammoth National Monument', 'hiking', 'walking', 'trails', 'nature']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Waco Mammoth National Monument', 'walking', 'Outdoor activities', 'nature', 'hiking', 'trails']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['mammoths', 'fossils', 'Texas', 'Waco Mammoth National Monument']",Dig Shelter,false,false,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",45-60 Minutes
"['Cumberland Island National Seashore', 'Carnegie', 'Plum Orchard Mansion']",Plum Orchard Mansion,false,false,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Cumberland Island National Seashore', 'backpacking', 'camping']",,true,false,"[{'id': '4A58AF13-E8FB-4530-B41A-97DF0B0C77B7', 'name': 'Backcountry Camping'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",1-7 Days
"['Cumberland Island National Seashore', 'e-bikes', 'bicycle']",Main Road,false,false,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],true,[],2-6 Hours
"['Cumberland Island National Seashore', 'biking', 'Plum Orchard']",,false,false,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",3-5 Hours
"['Cumberland Island National Seashore', 'biking', 'e-bikes']",,true,false,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",2-6 Hours
"['wellness', 'wellness challenge', 'Missouri']",George Washington Carver National Monument,false,true,"[{'id': 'DF4A35E0-7983-4A3E-BC47-F37B872B0F25', 'name': 'Junior Ranger Program'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-60 Minutes
"['beaver jim', 'homestead', 'Ozarks', 'interpretive trail', 'ponca', 'Boxley Valley', 'Buffalo River', 'upper district hiking', 'Buffalo National River']",Ponca Access,false,true,"[{'id': '45261C0A-00D8-4C27-A1F8-029F933A0D34', 'name': 'Front-Country Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",15-60 Minutes
"['goat trail', 'big bluff', 'ponca wilderness', 'Buffalo River', 'centerpoint', 'granny henderson', 'upper district hiking', 'Buffalo National River', 'backpacking trails']",Centerpoint Trailhead,false,false,"[{'id': '7C37B79B-D02D-49EB-9020-3DB8299B748A', 'name': 'Backcountry Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",4-6 Hours
"['hemmed in hollow', 'waterfall', 'ponca wilderness', 'hiking', 'trail', 'backpacking', 'Buffalo River', 'upper district hiking', 'Buffalo National River', 'backpacking trails']",Compton Trailhead,false,false,"[{'id': '7C37B79B-D02D-49EB-9020-3DB8299B748A', 'name': 'Backcountry Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",4-6 Hours
"['Buffalo National River', 'middle district', 'hiking', 'backpacking trails']",Multiple access points,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",24-48 Hours
"['backpacking', 'thru-hiking', 'Buffalo River', 'ponca wilderness', 'hiking', 'brt', 'buffalo river trail', 'camping', 'upper district hiking', 'Buffalo National River', 'backpacking trails']",Boxley Trailhead,false,false,"[{'id': '7C37B79B-D02D-49EB-9020-3DB8299B748A', 'name': 'Backcountry Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Washington Monument', 'Metro Accessible', 'Monuments', 'Presidents']","National Mall - Washington, DC",true,true,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",15-45 Minutes
"['wellness challenge', 'wellness', 'truman library']",The Harry S. Truman Presidential Library and Museum,true,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],true,[],2 Hours
"['wellness challenge', 'wellness', 'reading', 'Truman Farm']",The Truman Farm,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,[],
"['wellness challenge', 'wellness', 'Midwest']",Gingko Tree on Maple Street,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,[],
"['wellness challenge', 'wellness']",Truman Home or the Truman Farm Home,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,[],
"['wellness challenge', 'wellness', 'Truman Farm']",Anywhere!,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,[],
"['wellness challenge', 'wellness', 'Midwest']",The Truman Farm,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Spring', 'Summer', 'Fall']",15 Minutes
"['wellness challenge', 'wellness', 'Midwest']",The Noland Home,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,[],15 Minutes
"['wellness challenge', 'wellness']",Visitor Center,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,[],1 Hour
"['wellness challenge', 'wellness', 'Midwest']",The Truman Home and Neighborhood,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,[],1 Hour
"['George Washington Carver National Monument', 'wellness', 'wellness challenge', 'wellness program', 'Missouri']",George Washington Carver National Monument,false,true,"[{'id': '09DF0950-D319-4557-A57E-04CD2F63FF42', 'name': 'Arts and Culture'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-60 Minutes
"['George Washington Carver National Monument', 'wellness', 'wellness challenge', 'wellness program', 'Missouri']",George Washington Carver National Monument,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-60 Minutes
"['George Washington Carver National Monument', 'wellness', 'wellness challenge', 'wellness program', 'Missouri']",George Washington Carver National Monument,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-60 Minutes
"['George Washington Carver National Monument', 'wellness', 'wellness program', 'wellness challenge', 'Missouri']",George Washington Carver National Monument,false,true,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",60-90 Minutes
"['George Washington Carver National Monument', 'wellness', 'wellness challenge', 'wellness program', 'Missouri']",George Washington Carver National Monument,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-120 Minutes
"['George Washington Carver National Monument', 'wellness', 'wellness challenge', 'wellness program', 'Missouri']",George Washington Carver National Monument,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-90 Minutes
"['George Washington Carver National Monument', 'wellness', 'wellness challenge', 'wellness program', 'Missouri']",George Washington Carver National Monument,false,true,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-90 Minutes
"['George Washington Carver National Monument', 'wellness', 'wellness challenge', 'wellness program', 'Missouri']",,false,true,"[{'id': 'C6D3230A-2CEA-4AFE-BFF3-DC1E2C2C4BB4', 'name': 'Picnicking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-120 Minutes
"['#bike', '#bicycle', '#road', '#biking']",Florida and Mississippi,false,true,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-180 Minutes
"['Healthy Parks', 'Healthy People', 'wellness challenge', ""Wilson's Creek National Battlefield"", 'National Park Week', 'Mental Challenge']",Reflect at Wilson's Creek,false,true,"[{'id': 'C6D3230A-2CEA-4AFE-BFF3-DC1E2C2C4BB4', 'name': 'Picnicking'}]",[],true,['Spring'],1-8 Minutes
"['wellness challenge', 'wellness', 'Healthy Parks', 'Healthy People', ""Wilson's Creek National Battlefield"", 'Civil War', 'trails', 'hike']",Visitor Center Building,false,true,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],true,['Spring'],
[],Cowpens Nature Trail,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",25-90 Minutes
"['day hikes', 'hikes']",,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",
"['El Malpais', 'el malpais national monument', 'El Calderon', 'Lava Falls Trail', 'dark skies', 'stargazing', 'milky way']",Throughout the Park and Surrounding Areas,false,true,"[{'id': 'D37A0003-8317-4F04-8FB0-4CF0A272E195', 'name': 'Stargazing'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-8 Hours
"['mount rainier', 'bicycling', 'bike riding', 'biking', 'biking safety', 'road biking', 'Mountain Biking', 'Carbon River Trail', 'carbon river road', 'Westside Road']",Park-wide Roads,false,false,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],true,['Summer'],4-8 Hours
"['Oak Ridge', 'Have Family Fun']",The Grove Theater,true,false,"[{'id': 'CE84DEFA-D692-4165-96DF-D5FF56002E2F', 'name': 'Theater'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Hours
"['Oak Ridge', 'Enjoy the Outdoors', 'Have Family Fun']",Oak Ridge Greenways,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-5 Hours
"['OZAR', 'mental wellness', 'wellness challenge']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['OZAR', 'wellness challenge', 'Physical Wellness']",,true,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['OZAR', 'learning wellness', 'wellness challenge']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['OZAR', 'mental wellness', 'wellness challenge']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['OZAR', 'learning wellness', 'wellness challenge']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['OZAR', 'learning wellness', 'wellness challenge']",,false,true,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Physical Wellness', 'OZAR', 'wellness challenge']",,false,true,"[{'id': '4D224BCA-C127-408B-AC75-A51563C42411', 'name': 'Paddling'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Oak Ridge', 'Have Family Fun']",Oak Ridge Playhouse,true,false,"[{'id': 'CE84DEFA-D692-4165-96DF-D5FF56002E2F', 'name': 'Theater'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Hours
"['OZAR', 'Physical Wellness', 'wellness challenge']",,true,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",
"['OZAR', 'mental wellness', 'wellness challenge']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,[],
"['Ulysses S Grant National Historic Site', 'Ulysses S Grant', 'wellness challenge', 'wellness', 'wellness program']",,true,false,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,"['Spring', 'Summer', 'Fall']",90 Minutes
"['Ulysses S Grant National Historic Site', 'Ulysses S Grant', 'wellness challenge', 'wellness program', 'wellness']",,false,true,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Ulysses S Grant National Historic Site', 'Ulysses S Grant', 'wellness challenge', 'wellness program', 'wellness']",,false,false,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",5-15 Minutes
"['Ulysses S Grant National Historic Site', 'Ulysses S Grant', 'wellness challenge', 'wellness program', 'wellness']",,false,false,"[{'id': '0C0D142F-06B5-4BE1-8B44-491B90F93DEB', 'name': 'Park Film'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",22 Minutes
"['Ulysses S Grant', 'Ulysses S Grant National Historic Site', 'wellness challenge', 'wellness program', 'wellness']",,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",15-60 Minutes
"['Ulysses S Grant National Historic Site', 'Ulysses S Grant', 'wellness challenge', 'wellness', 'wellness program']",,false,true,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",5-15 Minutes
"['Wellnes', 'wellness challenge', 'Missouri']",,false,true,"[{'id': '09DF0950-D319-4557-A57E-04CD2F63FF42', 'name': 'Arts and Culture'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['wellness', 'wellness challenge', 'Missouri']",,false,true,"[{'id': '42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A', 'name': 'Hands-On'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
