activity_id,activity_name,designation,fullName,name,parkCode,states,url
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison,blca,CO,https://www.nps.gov/blca/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
AE3C95F5-E05B-4A28-81DD-1C5FD4BE88E2,Surfing,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
AE3C95F5-E05B-4A28-81DD-1C5FD4BE88E2,Surfing,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Haleakalā National Park,Haleakalā,hale,HI,https://www.nps.gov/hale/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
4D06CEED-90C6-4B69-B264-32CC90B69BA6,Tubing,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
4D06CEED-90C6-4B69-B264-32CC90B69BA6,Tubing,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
4D06CEED-90C6-4B69-B264-32CC90B69BA6,Tubing,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
8A1C7B17-C2C6-4F7C-9539-EA1E19971D80,Water Skiing,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
8A1C7B17-C2C6-4F7C-9539-EA1E19971D80,Water Skiing,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Badlands National Park,Badlands,badl,SD,https://www.nps.gov/badl/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison,blca,CO,https://www.nps.gov/blca/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Guadalupe Mountains National Park,Guadalupe Mountains,gumo,TX,https://www.nps.gov/gumo/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Hawaiʻi Volcanoes National Park,Hawaiʻi Volcanoes,havo,HI,https://www.nps.gov/havo/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
